Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action
ChatGPT-4o,1,ChatGPT-4o_run1.json,UserProfile,updateProfileInfo,+ updateProfileInfo () : ValidationResult,True,4,Update user personal data
ChatGPT-4o,1,ChatGPT-4o_run1.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,Mark email as verified
ChatGPT-4o,1,ChatGPT-4o_run1.json,WasteJourney,trackByCode,+ trackByCode (code : String) : WasteJourney,True,10,Retrieve waste journey by tracking code
ChatGPT-4o,1,ChatGPT-4o_run1.json,WasteJourney,updateStage,+ updateStage (stage : Stage),True,8,Update current stage of waste journey
ChatGPT-4o,10,ChatGPT-4o_run10.json,CollectionPoint,updateLocation,"+ updateLocation (name : String, type : PointType, hours : OpeningHours[]) : ValidationResult",True,20,
ChatGPT-4o,10,ChatGPT-4o_run10.json,NotificationService,alertProvider,"+ alertProvider (to : ServiceProvider, type : NotificationType)",False,,
ChatGPT-4o,10,ChatGPT-4o_run10.json,NotificationService,sendNotification,"+ sendNotification (to : UserProfile, type : NotificationType)",False,,
ChatGPT-4o,10,ChatGPT-4o_run10.json,Product,createListing,+ createListing () : ValidationResult,True,5,
ChatGPT-4o,10,ChatGPT-4o_run10.json,Product,updateListingDetails,"+ updateListingDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,
ChatGPT-4o,10,ChatGPT-4o_run10.json,RoleManager,assignRole,"+ assignRole (user : UserProfile, role : UserRole) : ValidationResult",True,21,
ChatGPT-4o,10,ChatGPT-4o_run10.json,SearchFilter,applyFilters,+ applyFilters (products : Product[]) : Product[],True,14,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceProvider,acceptCollectionRequest,+ acceptCollectionRequest (requestId : UUID),True,8,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceProvider,acceptTransportRequest,+ acceptTransportRequest (requestId : UUID),True,9,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceProvider,completeRequest,+ completeRequest (requestId : UUID),False,,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceProvider,updateServiceProfile,"+ updateServiceProfile (vehicleTypes : VehicleType[], availability : OpeningHours[]) : ValidationResult",True,19,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceRequest,cancelRequest,+ cancelRequest (user : UserProfile),True,12,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceRequest,markCompleted,+ markCompleted (),False,,
ChatGPT-4o,10,ChatGPT-4o_run10.json,ServiceRequest,scheduleRequest,"+ scheduleRequest (time : TimeRange, provider : ServiceProvider)",False,,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserAccount,activateAccount,+ activateAccount (),True,1,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserAccount,createAccount,+ createAccount () : ValidationResult,True,1,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserAccount,lockAccount,+ lockAccount (),True,2,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,clearFailedLoginAttempts,+ clearFailedLoginAttempts (),True,2,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,generateResetToken,+ generateResetToken (),True,3,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,incrementFailedLogin,+ incrementFailedLogin (),True,2,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",True,3,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,setPassword,+ setPassword (newPassword : String) : ValidationResult,True,3,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserCredentials,validateLogin,+ validateLogin (password : String) : Boolean,True,2,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserProfile,updateProfileDetails,"+ updateProfileDetails (name : String, phone : String, address : Address) : ValidationResult",True,4,
ChatGPT-4o,10,ChatGPT-4o_run10.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,
ChatGPT-4o,10,ChatGPT-4o_run10.json,WasteJourney,trackProgress,"+ trackProgress (stage : Stage, location : Address)",True,10,
ChatGPT-4o,2,ChatGPT-4o_run2.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, coordinates : Coordinates, hours : OpeningHours[]) : ValidationResult",True,20,
ChatGPT-4o,2,ChatGPT-4o_run2.json,CollectionRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, slot : TimeRange)",True,8,
ChatGPT-4o,2,ChatGPT-4o_run2.json,CollectionRequest,markAsCollected,+ markAsCollected (),True,8,
ChatGPT-4o,2,ChatGPT-4o_run2.json,CollectionRequest,schedule,"+ schedule (vehicle : VehicleType, time : TimeRange, location : Address)",True,6,
ChatGPT-4o,2,ChatGPT-4o_run2.json,Product,publishListing,+ publishListing () : ValidationResult,True,5,
ChatGPT-4o,2,ChatGPT-4o_run2.json,Product,updateListing,"+ updateListing (name : String, desc : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,
ChatGPT-4o,2,ChatGPT-4o_run2.json,RoleManager,assignRole,"+ assignRole (user : UserProfile, role : UserRole) : ValidationResult",True,21,
ChatGPT-4o,2,ChatGPT-4o_run2.json,SearchFilter,apply,+ apply () : Product[],True,14,
ChatGPT-4o,2,ChatGPT-4o_run2.json,ServiceRequest,cancelRequest,"+ cancelRequest (by : UserProfile, date : Date)",True,12,
ChatGPT-4o,2,ChatGPT-4o_run2.json,TransportRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, slot : TimeRange)",True,9,
ChatGPT-4o,2,ChatGPT-4o_run2.json,TransportRequest,markAsCompleted,+ markAsCompleted (),True,9,
ChatGPT-4o,2,ChatGPT-4o_run2.json,TransportRequest,scheduleTransport,"+ scheduleTransport (route : RoutePlan, slot : TimeRange)",True,6,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,isEligibleToLogin,+ isEligibleToLogin () : Boolean,True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,lockAccount,+ lockAccount (),True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,logout,+ logout (),True,16,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,recordLogin,+ recordLogin (date : Date),True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,registerAccount,"+ registerAccount (email : String, password : String, profile : UserProfile) : ValidationResult",True,1,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,unlockAccount,+ unlockAccount (),True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserAccount,verifyEmail,+ verifyEmail (),True,1,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,generateResetToken,+ generateResetToken (expiration : Date) : String,True,3,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts (),True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,isResetTokenValid,+ isResetTokenValid (token : String) : Boolean,True,3,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,True,3,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserCredentials,validatePassword,+ validatePassword (inputPassword : String) : Boolean,True,2,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserProfile,markEmailVerified,+ markEmailVerified (date : Date),True,1,
ChatGPT-4o,2,ChatGPT-4o_run2.json,UserProfile,updateProfile,"+ updateProfile (name : String, phone : String, address : Address) : ValidationResult",True,4,
ChatGPT-4o,2,ChatGPT-4o_run2.json,WasteJourney,updateLocation,+ updateLocation (address : Address),True,10,
ChatGPT-4o,2,ChatGPT-4o_run2.json,WasteJourney,updateStage,+ updateStage (stage : Stage),True,10,
ChatGPT-4o,3,ChatGPT-4o_run3.json,CollectionPoint,createPoint,"+ createPoint (name : String, type : PointType)",True,20,create a new collection point
ChatGPT-4o,3,ChatGPT-4o_run3.json,CollectionPoint,updatePoint,+ updatePoint (details : String),True,20,update collection/recycling point info
ChatGPT-4o,3,ChatGPT-4o_run3.json,CollectionRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, time : TimeRange)",True,8,accept collection request and schedule
ChatGPT-4o,3,ChatGPT-4o_run3.json,CollectionRequest,markCollected,+ markCollected (),True,8,update request status to Collected
ChatGPT-4o,3,ChatGPT-4o_run3.json,NotificationService,notifyProvider,"+ notifyProvider (provider : ServiceProvider, type : NotificationType)",True,8,alert provider of new request
ChatGPT-4o,3,ChatGPT-4o_run3.json,NotificationService,sendDeactivationEmail,+ sendDeactivationEmail (user : UserProfile),True,15,notify user of account deactivation
ChatGPT-4o,3,ChatGPT-4o_run3.json,NotificationService,sendNotification,"+ sendNotification (user : UserProfile, type : NotificationType)",True,1,send registration/verification email
ChatGPT-4o,3,ChatGPT-4o_run3.json,NotificationService,sendResetPassword,+ sendResetPassword (user : UserProfile),True,3,send password reset email
ChatGPT-4o,3,ChatGPT-4o_run3.json,Product,createListing,+ createListing (user : UserProfile),True,5,create product listing
ChatGPT-4o,3,ChatGPT-4o_run3.json,Product,updateListing,+ updateListing (details : String),True,13,update existing product listing
ChatGPT-4o,3,ChatGPT-4o_run3.json,RoleManager,assignRole,"+ assignRole (user : UserProfile, role : UserRole)",True,21,assign user role
ChatGPT-4o,3,ChatGPT-4o_run3.json,SearchFilter,search,+ search () : Product[],True,14,filter and search product listings
ChatGPT-4o,3,ChatGPT-4o_run3.json,ServiceProvider,updateProviderProfile,+ updateProviderProfile (profile : UserProfile),True,19,update service provider profile
ChatGPT-4o,3,ChatGPT-4o_run3.json,ServiceRequest,cancelRequest,"+ cancelRequest (user : UserProfile, date : Date)",True,12,cancel a service request
ChatGPT-4o,3,ChatGPT-4o_run3.json,ServiceRequest,submitRequest,+ submitRequest (requester : UserProfile),True,6,submit transport/collection request
ChatGPT-4o,3,ChatGPT-4o_run3.json,ServiceRequest,viewStatus,+ viewStatus () : RequestStatus,True,11,retrieve current status of service request
ChatGPT-4o,3,ChatGPT-4o_run3.json,TransportRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, time : TimeRange, route : RoutePlan)",True,9,accept transport request and schedule
ChatGPT-4o,3,ChatGPT-4o_run3.json,TransportRequest,markCompleted,+ markCompleted (),True,9,mark transport request as completed
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserAccount,activateAccount,+ activateAccount (),True,1,mark email as verified and activate account
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserAccount,createAccount,"+ createAccount (email : String, password : String)",True,1,create user account with unverified email
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,deactivate user account
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserAccount,lockAccount,+ lockAccount (reason : String),True,2,lock account after failed login attempts
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserAccount,recordLogin,+ recordLogin (date : Date),True,2,record login timestamp
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserCredentials,generateResetToken,+ generateResetToken () : String,True,3,generate password reset token
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserCredentials,incrementFailedAttempts,+ incrementFailedAttempts (),True,2,increment failed login attempts
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserCredentials,resetFailedAttempts,+ resetFailedAttempts (),True,2,reset failed login counter on success
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserCredentials,updatePassword,+ updatePassword (newPassword : String),True,3,update password
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : boolean",True,2,validate email and password
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserProfile,updateProfile,"+ updateProfile (name : String, phone : String, address : Address)",True,4,update user profile information
ChatGPT-4o,3,ChatGPT-4o_run3.json,UserProfile,verifyEmail,+ verifyEmail (date : Date),True,1,confirm email verification
ChatGPT-4o,3,ChatGPT-4o_run3.json,WasteJourney,trackJourney,+ trackJourney (code : String) : WasteJourney,True,10,retrieve journey status by tracking code
ChatGPT-4o,4,ChatGPT-4o_run4.json,CollectionPoint,updateLocation,"+ updateLocation (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : ValidationResult",True,20,
ChatGPT-4o,4,ChatGPT-4o_run4.json,CollectionRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, scheduledTime : TimeRange)",True,8,
ChatGPT-4o,4,ChatGPT-4o_run4.json,CollectionRequest,markCollected,+ markCollected (),True,8,
ChatGPT-4o,4,ChatGPT-4o_run4.json,CollectionRequest,submitCollectionRequest,"+ submitCollectionRequest (requester : UserProfile, scheduledTime : TimeRange, location : Address, vehicleType : VehicleType, quantity : Integer, categories : ProductCategory[]) : ValidationResult",True,6,
ChatGPT-4o,4,ChatGPT-4o_run4.json,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,5,
ChatGPT-4o,4,ChatGPT-4o_run4.json,Product,publishListing,+ publishListing (),True,5,
ChatGPT-4o,4,ChatGPT-4o_run4.json,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,
ChatGPT-4o,4,ChatGPT-4o_run4.json,RoleManager,updateUserRole,"+ updateUserRole (userId : UUID, newRole : UserRole) : ValidationResult",True,21,
ChatGPT-4o,4,ChatGPT-4o_run4.json,SearchFilter,filterProducts,+ filterProducts () : List<Product>,True,14,
ChatGPT-4o,4,ChatGPT-4o_run4.json,ServiceProvider,updateProviderProfile,"+ updateProviderProfile (companyName : String, profile : UserProfile) : ValidationResult",True,19,
ChatGPT-4o,4,ChatGPT-4o_run4.json,ServiceRequest,cancelRequest,+ cancelRequest (by : UserProfile),True,12,
ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,acceptRequest,"+ acceptRequest (provider : ServiceProvider, scheduledTime : TimeRange)",True,9,
ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,markCompleted,+ markCompleted (),True,9,
ChatGPT-4o,4,ChatGPT-4o_run4.json,TransportRequest,submitTransportRequest,"+ submitTransportRequest (requester : UserProfile, scheduledTime : TimeRange, routePlan : RoutePlan, quantity : Integer, categories : ProductCategory[]) : ValidationResult",True,6,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,activateAccount,+ activateAccount (),True,1,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,lockAccount,+ lockAccount (),True,2,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,recordLoginTimestamp,+ recordLoginTimestamp (),True,2,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserAccount,registerAccount,"+ registerAccount (email : String, password : String) : ValidationResult",True,1,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,generateResetToken,+ generateResetToken () : String,True,3,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String) : ValidationResult,True,3,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,validateCredentials,"+ validateCredentials (email : String, password : String) : ValidationResult",True,2,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserCredentials,validateResetToken,+ validateResetToken (token : String) : Boolean,True,3,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phoneNumber : String, address : Address) : ValidationResult",True,4,
ChatGPT-4o,4,ChatGPT-4o_run4.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,
ChatGPT-4o,4,ChatGPT-4o_run4.json,WasteJourney,trackByCode,+ trackByCode (code : String) : WasteJourney,True,10,
ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,createLocation,"+ createLocation (name : String, facilityType : String, address : String, operatingHours : String)",True,20,create new collection/recycling location
ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,deactivateLocation,+ deactivateLocation (),True,20,deactivate collection/recycling location
ChatGPT-4o,5,ChatGPT-4o_run5.json,CollectionPoint,updateLocation,"+ updateLocation (name : String, facilityType : String, address : String, operatingHours : String)",True,20,update existing location details
ChatGPT-4o,5,ChatGPT-4o_run5.json,PlatformManager,assignUserRole,"+ assignUserRole (user : User, role : UserRole)",True,21,assign or update user roles
ChatGPT-4o,5,ChatGPT-4o_run5.json,PlatformManager,manageCollectionPoints,+ manageCollectionPoints (),True,20,"add, update, or deactivate collection/recycling locations"
ChatGPT-4o,5,ChatGPT-4o_run5.json,PlatformManager,manageServiceProviders,+ manageServiceProviders (),True,18,oversee and manage service provider profiles
ChatGPT-4o,5,ChatGPT-4o_run5.json,PlatformManager,manageServices,+ manageServices (),True,17,oversee and manage platform services
ChatGPT-4o,5,ChatGPT-4o_run5.json,Product,listProduct,"+ listProduct (name : String, category : String, inventory : int, description : String)",True,5,create new product listing
ChatGPT-4o,5,ChatGPT-4o_run5.json,Product,updateProduct,"+ updateProduct (name : String, category : String, inventory : int, description : String)",True,13,update existing product listing
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,acceptRequest,"+ acceptRequest (request : ServiceRequest, scheduledDate : DateTime)",True,8,accept and schedule service request
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,completeRequest,+ completeRequest (request : ServiceRequest),True,8,mark service request as completed
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceProvider,updateProfile,"+ updateProfile (companyName : String, serviceAreas : List<String>, vehicleTypes : List<String>, availabilitySchedule : Schedule)",True,19,update service provider profile
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,cancelRequest,+ cancelRequest (),True,12,cancel pending service request
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,createRequest,"+ createRequest (serviceType : ServiceType, details : String)",True,6,create new service request
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,viewStatus,+ viewStatus () : RequestStatus,True,11,view current status of service request
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,deactivateAccount,+ deactivateAccount (reason : String),True,15,deactivate user account
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,login,"+ login (email : String, password : String)",True,2,authenticate user and record login timestamp
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,logout,+ logout (),True,16,terminate user session
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,register,"+ register (name : String, email : String, password : String, address : String, phoneNumber : String)",True,1,create unverified user account
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,requestPasswordReset,+ requestPasswordReset (),True,3,initiate password reset process
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,resetPassword,"+ resetPassword (token : String, newPassword : String)",True,3,reset password using token
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,updateProfile,"+ updateProfile (name : String, address : String, phoneNumber : String)",True,4,update user profile information
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,verifyEmail,+ verifyEmail (token : String),True,1,verify email and activate account
ChatGPT-4o,5,ChatGPT-4o_run5.json,WasteTracking,trackWaste,+ trackWaste (trackingCode : String) : String,True,10,retrieve current status and location of waste
ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, hours : OpeningHours[]) : ValidationResult",True,20,
ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionRequest,createCollectionRequest,"+ createCollectionRequest (location : Address, vehicleType : VehicleType, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",True,6,
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,notifyRequestAccepted,+ notifyRequestAccepted (user : UserProfile),False,,
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendAccountDeactivationNotice,+ sendAccountDeactivationNotice (user : UserProfile),True,15,
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendPasswordResetEmail,+ sendPasswordResetEmail (user : UserProfile),True,3,
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),True,1,
ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,createListing,"+ createListing (name : String, category : ProductCategory, description : String, inventory : Integer) : ValidationResult",True,5,
ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,updateListing,"+ updateListing (name : String, description : String, inventory : Integer) : ValidationResult",True,13,
ChatGPT-4o,6,ChatGPT-4o_run6.json,RoleManager,assignRole,"+ assignRole (profile : UserProfile, role : UserRole) : ValidationResult",True,21,
ChatGPT-4o,6,ChatGPT-4o_run6.json,SearchFilter,applyFilters,+ applyFilters () : Product[],True,14,
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),False,,
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,cancelRequest,+ cancelRequest (by : UserProfile),True,12,
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,updateStatus,+ updateStatus (newStatus : RequestStatus),False,,
ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,createTransportRequest,"+ createTransportRequest (route : RoutePlan, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",True,6,
ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,scheduleTransport,"+ scheduleTransport (dateTime : TimeRange, plan : RoutePlan)",True,9,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,activateAccount,+ activateAccount (),True,1,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,lockAccount,+ lockAccount (),True,2,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,recordLogin,+ recordLogin (),True,2,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,registerAccount,"+ registerAccount (email : String, password : String) : ValidationResult",True,1,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (),True,3,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",True,3,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,validatePassword,+ validatePassword (password : String) : Boolean,True,2,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phone : String, address : Address) : ValidationResult",True,4,
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,
ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,
ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,trackProgress,+ trackProgress () : Stage[],True,10,
ChatGPT-4o,7,ChatGPT-4o_run7.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, position : Coordinates, hours : OpeningHours[]) : ValidationResult",True,20,
